alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
"ஜா2ய், ஜ2வொ","jhaay, jhavo",மூடு,Shut,,,,
ஹெட்3டெ3 அஸொ ஆஸ் / அஸுவொ,heDDe aso aas / asuvo,அசட்டுச் சிரிப்பு சிரி,Simper,,,,
"கா3வ், க3வொ","gaav, gavo",பாடு,Sing,,,,
"ஜூ2ர், ஜு2ருவொ","jhoor, jhuruvo",உறிஞ்சு,Sip,,,,
"பீ3ஸ், பி3ஸுவொ","bees, bisuvo",உட்கார்,Sit,,,,
செக்கி தாய் / தவொ,cekki taay / tavo,சீவு / வெட்டிச்சாய்,Slash,,,,
"சீவ், சிவொ","ceev, civo",சீவு / வெட்டிச்சாய்,Slash,,,,
"நிஞ்ஜி, நிஞ்ஜுவொ","ninjji, ninjjuvo","உறங்கு, தூங்கு",Sleep,,,,
"ஜி2ர்க்கி, ஜி2ர்க்குவொ","jhirkki, jhirkkuvo","சறுக்கு, வழுக்கு",Slide,,,,
"ஜி2ர்க்கி, ஜி2ர்க்குவொ","jhirkki, jhirkkuvo",வழுக்கு,Slip,,,,
ஹனி போ2ட் / பொடு3வொ,hani phOT / poDuvo,அடித்து நொறுக்கு,Smash,,,,
"லாவ், லவொ","laav, lavo",மொழுகு / பூசு,Smear,,,,
"ஸவ்ரி, ஸவ்ருவொ","savri, savruvo",மொழுகு / பூசு,Smear,,,,
ஹுங்கி3 ஸா / ஸவொ,hunggi saa / savo,முகர்ந்து பார்,Smell,,,,
"ஆஸ், அஸுவொ","aas, asuvo",சிரி,Smile,,,,
"தோட், தொடு3வொ","tOT, toDuvo",வெடுக்கென பறி,Snatch,,,,
"உக்கி, உக்குவொ","ukki, ukkuvo",வெடுக்கென பறி,Snatch,,,,
"ஸிகி3ர், ஸிகு3ருவொ","sigir, siguruvo",தும்மு,Sneeze,,,,
"பி3ஜ்ஜாட், பி3ஜ்ஜடு3வொ","bijjaaT, bijjaDuvo",ஊறவை,Soak,,,,
பு3ஸ்கிட்டி ரோட் / ரொடு3வொ,buskiTTi rOT / roDuvo,குலுங்கி அழு,Sob,,,,
"பொள்கி3, பொள்கு3வொ","poLgi, poLguvo",பழகு,Socialize,,,,
"அடாட், அடடு3வொ","aTaaT, aTaDuvo","சுண்டச்செய், கெட்டியாக்கு",Solidify,,,,
"திராட், திரடு3வொ","tiraaT, tiraDuvo",தீர்த்து வை,Solve,,,,
பீகு கா4ல் / க4லுவொ,peeku ghaal / ghaluvo,"பயிரிடு, விதையிடு",Sow,,,,
வத்தொ கேர் / கெருவொ,vatto kEr / keruvo,பேசு,Speak,,,,
"ஸார், ஸருவொ","saar, saruvo",செலவிடு,Spend,,,,
"சொல்லாட், சொல்லடு3வொ","collaaT, collaDuvo",சிந்து,Spill,,,,
சுட்டு பி2ராட் / பி2ரடு3வொ,cuTTu phiraaT / phiraDuvo,சுழற்று,Spin,,,,
"மோள், மொளுவொ","mOL, moLuvo",நூல் திரி,Spin,,,,
தாக் கா2ட் / க2டு3வொ,taak khaaT / khaDuvo,நூல் திரி,Spin,,,,
"தூ2வ், து2வொ","thoov, thuvo",தூ2வ்,Spit,,,,
"து3ள்கி, து3ள்குவொ","duLki, duLkuvo",வாயிலெடு,Spit up,,,,
"செது3ராட், செது3ரடு3வொ","ceduraaT, ceduraDuvo","சிதற விடு, தெறிக்கச்செய்",Splash,,,,
பா2ட்3 கேர் / கெருவொ,phaaD kEr / keruvo,பிள,Split,,,,
"விஸ்தரிஞ்சி, விஸ்தரிஞ்சுவொ","vistarinjci, vistarinjcuvo","விரிவாக்கு, பரப்பு",Spread,,,,
"சிலிஞ்சி, சிலிஞ்சுவொ","cilinjci, cilinjcuvo",தெளி,Sprinkle,,,,
"ஸிஞ்சி, ஸிஞ்சுவொ","sinjci, sinjcuvo",தெளி,Sprinkle,,,,
"தெ2ள்சி, தெ2ள்சுவொ","theLci, theLcuvo",தெளி,Sprinkle,,,,
ஸொடு3முஞ்ஜொ கேர் / கெருவொ,soDumunjjo kEr / keruvo,வாசல் தெளி,Sprinkle the front yard,,,,
"தேஸ், தெஸுவொ","tEs, tesuvo",நசுக்கு,Squash,,,,
"பிவ்லி, பிவ்லுவொ","pivli, pivluvo","பிழி, கசக்கு",Squeeze,,,,
"பீள், பிளுவொ","peeL, piLuvo","பிழி, முறுக்கு",Squeeze,,,,
"குஸ்கி, குஸ்குவொ","kuski, kuskuvo",குத்து,Stab,,,,
சாகு ஹால் கூ2பி3 / கு2பு3வொ,caaku haal khoobi / khubuvo,கத்தியால் குத்து,Stab,,,,
"அட்கி, அட்குவொ","aTki, aTkuvo",அடுக்கி வை,Stack,,,,
ஹிப்3பி3 ர்ஹா / ர்ஹவொ,hibbi rhaa / rhavo,நில்,Stand,,,,
"ஹூட், ஹுடு3வொ","hooT, huDuvo",எழு,Stand,,,,
ஹர்ம்பம் கேர் / கெருவொ,harmpam kEr / keruvo,"தொடங்கு, ஆரம்பி",Start,,,,
"மாட், மடு3வொ","maaT, maDuvo","தொடங்கு, ஆரம்பி",Start,,,,
"நிகி3ள், நிகு3ளுவொ","nigiL, niguLuvo","புறப்படு, கிளம்பு",Start,,,,
உல்கி போட் / பொடு3வொ,ulki pOT / poDuvo,திடுக்கிடு,Startle,,,,
வஸன் கேர் / கெருவொ,vasan kEr / keruvo,தங்கு,Stay,,,,
"ஒத்தி, ஒத்துவொ","otti, ottuvo",ஒதுங்கு,Stay aside,,,,
ஒத்தி ஹிப்3பி3 ர்ஹா,otti hibbi rhaa,"தள்ளி இரு, தள்ளி நில், விலகி இரு",Stay away,,,,
"சோர், சொருவொ","cOr, coruvo",திருடு,Steal,,,,
"ஸுவ்ஜி, ஸுவ்ஜுவொ","suvji, suvjuvo",அவி,Steam,,,,
"தே3ஸ், தெ3ஸுவொ","dEs, desuvo",ஒட்டு,Stick,,,,
"(விஞ்சு ஸொகன்) தொஞ்சி, தொஞ்சுவொ","(vinjcu sokan) tonjci, tonjcuvo",(கொடுக்கால்) கொட்டு,Sting,,,,
"ஒங்கி3, ஒங்கு3வொ","onggi, ongguvo",குனி,Stoop,,,,
ஹிப்பி3 ர்ஹவாட் / ர்ஹவடு3வொ,hipbi rhavaaT / rhavaDuvo,நிறுத்து,"Stop, Prevent",,,,
"நித்ராட், நித்ரடு3வொ","nitraaT, nitraDuvo",வடிகட்டு,Strain,,,,
கெ3லொ பிஸ்கி / பிஸ்குவொ,gelo piski / piskuvo,கழுத்தை நெரி,Strangle,,,,
"அந்தி3, அந்து3வொ","andi, anduvo",எட்டு,Stretch out,,,,
திவுஞ்சி தோ2வ் / தொ2வொ,tivunjci thOv / thovo,திணித்து வை,Stuff it,,,,
"பெ3து3ராட், பெ3து3ரடு3வொ","beduraaT, beduraDuvo",பிரமிக்கச் செய்,Stun,,,,
"உட்3கா4ட், உட்3க3டு3வொ","uDghaaT, uDgaDuvo",அடக்கு,Subdue,,,,
"என்கி3, என்கு3வொ","engi, enguvo",அடங்கு,Submit,,,,
ஸமர்ப்பித் கேர் / கெருவொ,samarppit kEr / keruvo,சமர்ப்பி,Submit it,,,,
"ஜூ2ர், ஜு2ருவொ","jhoor, jhuruvo",உறிஞ்சு,Suck,,,,
கெஷ்டம் போட் / பொடு3வொ,keshTam pOT / poDuvo,கஷ்டப்படு,Suffer,,,,
பெ3து3ராட் / பெ3து3ரடு3வொ,beduraaT / beduraDuvo,ஆச்சரியப்படுத்து,"Surprise, Amaze",,,,
"நிள்ச்சி, நிள்ச்சுவொ","niLcci, niLccuvo",நிலைத்திரு,Survive,,,,
"கீ3ல், கி3லுவொ","geel, giluvo",முழுங்கு,Swallow,,,,
"மிங்கி3, மிங்கு3வொ","minggi, mingguvo",முழுங்கு,Swallow,,,,
குப்பொ வார் / வருவொ,kuppo vaar / varuvo,"அள்ளு, குப்பை பெருக்கு",Sweep,,,,
வார் / வருவொ,vaar / varuvo,"அள்ளு, வாரி எடு",Sweep,,,,
"து4ண்டி3, து4ண்டு3வொ","dhuNDi, dhuNDuvo",நீந்து,Swim,,,,
"தீர், திருவொ","teer, tiruvo",நீந்து,Swim,,,,
"ஈதொ கா2ள், ஈதொ களுவொ","eeto khaaL, eeto kaLuvo",நீந்து,Swim,,,,
"ஹிந்தா3ல், ஹிந்த3லுவொ","hindaal, hindaluvo",ஊஞ்சலாடு,Swing,,,,
சுட்டு பி2ராட் / பி2ரடு3வொ,cuTTu phiraaT / phiraDuvo,சுழற்று,Swirl,,,,
"ஹேட், ஹெடு3வொ","hET, heDuvo",எடு,"Take, Pick",,,,
"க2ல்லெ, க2ல்லுவொ","khalle, khalluvo",எடு,"Take, Pick",,,,
"லெஜ்ஜா, லெஜ்ஜவொ","lejjaa, lejjavo",கொண்டு போ,Take away,,,,
"கௌ3ஞ்சிலெ, கௌ3ஞ்சுலுவொ","gaunjcile, gaunjculuvo",கவனித்துக் கொள்,Take care,,,,
வத்தொ கேர் / கெருவொ,vatteaa kEr / keruvo,பேசு,Talk,,,,
"ஶுந்தி3, ஶுந்து3வொ","ssundi, ssunduvo",பதனிடு,Tan,,,,
"மிட்டி, மிட்டுவொ","miTTi, miTTuvo","சுண்டு, கொட்டு",Tap,,,,
"ருசி ஸா, ருசி ஸவொ","ruci saa, ruci savo",சுவைத்துப்பார்,Taste,,,,
"ஸிக்காட், ஸிக்கடு3வொ","sikkaaT, sikkaDuvo",கற்றுக் கொடு,Teach,,,,
"பா2ட்3, ப2டு3வொ","phaaD, phaDuvo",கிழி,Tear,,,,
"மேன், மெனுவொ","mEn, menuvo",சொல்,Tell,,,,
"ஸங்கி3, ஸங்கு3வொ","sanggi, sangguvo",சொல்,Tell,,,,
ஹவ்டி3 ஸா / ஸவொ,havDi saa / savo,சிந்தி,Think,,,,
யோஜனொ கேர் / கெருவொ,yOjano kEr / keruvo,யோசி,Think,,,,
"போம், பொமுவொ","pOm, pomuvo",(ஊசியில் நூல்) கோர்,Thread (a needle),,,,
"வீஸ், விஸுருவொ","vees, visuruvo",எறி,Throw,,,,
"ப4ந்தி3, ப4ந்து3வொ","bhandi, bhanduvo",கட்டு,Tie,,,,
"பி3கு3ஞ்சி, பி3கு3ஞ்சுவொ","bigunjci, bigunjcuvo",இறுக்கு,Tighten,,,,
ஹோட்3 கேர் / கெருவொ,hOD kEr / keruvo,இறுக்கு,Tighten,,,,
ஓர்ப்பு கெர்லெ / கெர்லுவொ,Orppu kerle / kerluvo,பொறுத்துக்கொள்,Tolerate,,,,
"ஸெகு3ஞ்சிலெ, ஸெகு3ஞ்சுலுவொ","segunjcile, segunjculuvo",சகித்துக்கொள்,Tolerate,,,,
"தே4ர், தெ4ருவொ","dhEr, dheruvo",தொடு,Touch,,,,
"து3மாட், து3மடு3வொ","dumaaT, dumaDuvo",பழக்கு,Train,,,,
"ஶிக்காட், ஶிக்கடு3வொ","ssikkaaT, ssikkaDuvo",பழக்கு,Train,,,,
"தொக்கி, தொக்குவொ","teaakki, tokkuvo",காலால் மிதி,Trample,,,,
உபசார் கேர் / கெருவொ,upacaar kEr / keruvo,உபசரி,Treat,,,,
"எத்தன் கேர், எத்தன் கெருவொ","ettan kEr, ettan keruvo",முயற்சி செய்,Try,,,,
"பி2வ்ரி, பி2வ்ருவொ","phivri, phivruvo",திருப்பு,Turn,,,,
"பீ2ர், பி2ருவொ","pheer, phiruvo",திரும்பு,Turn around,,,,
"ம்ஹொவ்லி, ம்ஹொவ்லுவொ","mhovli, mhovluvo",அணை,"Turn off, Switch off",,,,
"மெர்ஸி, மெர்ஸுவொ","mersi, mersuvo",மின்னு,"Twinkle, Glitter",,,,
"முவ்ரி, முவ்ருவொ","muvri, muvruvo","திருகு, முறுக்கு",Twist,,,,
பீள் கா4ல் / க4லுவொ,peeL ghaal / ghaluvo,"திருகு, முறுக்கு",Twist,,,,
"ஊள், உளுவொ","uuL, uLuvo","திருகு, முறுக்கு",Twist,,,,
ப4ராட் அவாட் / அவடு3வொ,bharaaT avaaT / avaDuvo,வெளிப்படுத்து,Uncover,,,,
உன்னொகெரி க3ணிஞ்சி / க3ணிஞ்சுவொ,unnokeri gaNinjci / gaNinjcuvo,குறைத்து மதிப்பிடு,Underestimate,,,,
ஜனி போட் / பொடு3வொ,jani pOT / poDuvo,உட்படு,Undergo,,,,
இவர் கெர்லெ / கெர்லுவொ,ivar kerle / kerluvo,புரிந்துகொள்,Understand,,,,
இவர் பொட3ள்ளெ / பொட3ள்ளுவொ,ivar poDaLLe / poDaLLuvo,புரிந்துகொள்,Understand,,,,
க2ல்லி கேர் / கெருவொ,khalli kEr / keruvo,மேற்கொள்,Undertake,,,,
"ஸொவ்டி3, ஸொவ்டு3வொ","sovDi, sovDuvo",கழட்டு,Undress,,,,
"ஹூட், ஹுடு3வொ","hooT, huDuvo",பிரி,Unfold,,,,
தொ3ரி ஸொவ்டி3 ஸோட் / ஸொடு3வொ,dori sovDi sOT / soDuvo,கட்டவிழ்த்து விடு,Unleash,,,,
க4ந்த்ரொ ஸொவ்டி3 / ஸொவ்டு3வொ,ghantro sovDi / sovDuvo,கட்டைப் பிரி,Unpack,,,,
"ஸொவ்டி3, ஸொவ்டு3வொ","sovDi, sovDuvo","அவிழ், கழட்டு",Untie,,,,
"ஸொவ்டி3, ஸொவ்டு3வொ","sovDi, sovDuvo",அவிழ்த்து விடு,Unwrap,,,,
நொவ்வொ கேர் / கெருவொ,novvo kEr / keruvo,புதுப்பி,Update,,,,
பி4ள்ளொ கேர் / கெருவொ,bhiLLo kEr / keruvo,மேம்படுத்தல்,Upgrade,,,,
ஆத3ரொ தே3 / தெவொ,aadaro dE / tevo,ஆதரி,Uphold,,,,
இவர் ஹிங்கா3ட் / ஹிங்க3டு3வொ,ivar hinggaaT / hinggaDuvo,பதிவேற்றவும்,Upload,,,,
மூள் ஸெரொ உக்கி / உக்குவொ,mooL sero ukki / ukkuvo,வேரோடு பிடுங்கு,Uproot,,,,
"அல்லாட், அல்லடு3வொ","allaaT, allaDuvo",அவசரப்படு,Urge,,,,
உபயோக்3 கேர் / கெருவொ,upayOg kEr / keruvo,பயன்படுத்து,Use,,,,
"உபயுகி3, உபயுகு3வொ","upayugi, upayuguvo",பயன்படுத்து,Use,,,,
"வௌரி, வௌவ்ருவொ","vauri, vauvruvo",பயன்படுத்து,Use,,,,
உபயோக்3 கேர் / கெருவொ,upayOg kEr / keruvo,உபயோகி,Utilize,,,,
வெதுர்ஞ்ஸிவி தோ2வ் / தொ2வொ,veturnjsivi thOv / thovo,தடுப்பூசி போடு,Vaccinate,,,,
ஸெர்க்கொ ஸா / ஸவொ,serkko saa / savo,சரி பார்,Validate,,,,
ஸெர்க்கொ ஸா / ஸவொ,serkko saa / savo,சரி பார்,Verify,,,,
"ஸா, ஸவொ","saa, savo",பார்,View,,,,
"தா3ட், த3டு3வொ","daaT, daDuvo",மீறு,Violate,,,,
"லுண்டி3, லுண்டு3வொ","luNDi, luNDuvo",மீறு,Violate,,,,
ப்ரவேஶ் கேர் / கெருவொ,pravEss kEr / keruvo,வருகை தா,Visit,,,,
விஜயம் கேர் / கெருவொ,vijayam kEr / keruvo,வருகை தா,Visit,,,,
கல்பனொ கெரி ஸா / ஸவொ,kalpano keri saa / savo,கற்பனை செய்துபார்,Visualize,,,,
ஒக3ரி கேர் / கெருவொ,ogari kEr / keruvo,வாந்தி எடு,Vomit,,,,
வம்னி கேர் / கெருவொ,vamni kEr / keruvo,வாந்தி எடு,Vomit,,,,
"ஓடு தாய், ஓடு தவொ","OTu taay, OTu tavo",வாக்களி,Vote,,,,
"ர்ஹக்கி, ர்ஹக்குவொ","rhakki, rhakkuvo",காத்திரு,Wait,,,,
"ர்ஹா, ர்ஹவொ","rhaa, rhavo","இரு, தங்கு",Wait,,,,
"நோஸ், நொஸுவொ","nOs, nosuvo",பொறு,Wait,,,,
"ஜாய், ஜவொ","jaay, javo",விழித்தெழு,Wake,,,,
"சால், சலுவொ","caal, caluvo",நட,Walk,,,,
"ஹிண்டி3, ஹிண்டு3வொ","hiNDi, hiNDuvo",சுற்றித்திரி,Wander,,,,
இஷ்டம் போட் / பொடு3வொ,ishTam pOT / poDuvo,விருப்பம் கொள்,Want,,,,
"தூ4வ், து4வொ","dhoov, dhuvo",கழுவு,Wash,,,,
"மஞ்ஜி, மஞ்ஜுவொ","manjji, manjjuvo",துலக்கு,Wash,,,,
"மோஸ், மொஸுவொ","mOs, mosuvo",அலம்பு,Wash,,,,
"கு4ஞ்ஜி, கு4ஞ்ஜுவொ","ghunjji, ghunjjuvo",துவை,Wash (Clothes),,,,
"நிங்கி, நிங்குவொ","ningki, ningkuvo",துவை,Wash clothes,,,,
க3வுஞ்சி ஸா / ஸவொ,gavunjci saa / savo,கூர்ந்து நோக்கு,Watch,,,,
"க4ல்லெ, க4ல்லுவொ","ghalle, ghalluvo",அணிந்துகொள்,Wear,,,,
"பி2ல்லெ, பி2ல்லுவொ","phille, philluvo",அணிந்துகொள்,Wear,,,,
"தி3ஜாட், தி3ஜடு3வொ,","dijaaT, dijaDuvo,",தேய்ந்து போக வை,Wear it away,,,,
"வீன், வினுவொ","veen, vinuvo",நெய்,Weave,,,,
"ரோட், ரொடு3வொ","rOT, roDuvo",அழு,Weep,,,,
"பா4ர் தாய், பா4ர் தவொ","bhaar taay, bhaar tavo",எடை போடு,Weigh,,,,
ஜோக்3 / ஜொகு3வொ,jOg / joguvo,எடையிடு,Weigh,,,,
"பொள்ளிபோட், பொள்ளிபொடு3வொ","poLLipOT, poLLipoDuvo",புரளு,Welter,,,,
ஒல்லொ கேர் / கெருவொ,ollo kEr / keruvo,ஈரமாக்கு,Wet,,,,
"பி3வ்ஜி, பி3வ்ஜுவொ","bivji, bivjuvo",நனை,Wet,,,,
"ப2ங்கி3ட், ப2ங்கி3டு3வொ","phanggiT, phanggiDuvo",(முறத்தால்) புடை,Winnow,,,,
"போஸ், பொஸுவொ","pOs, posuvo",துடை,Wipe,,,,
ஆஸ்தொ போட் / பொடு3வொ,aasto pOT / poDuvo,ஆசைப்படு,Wish,,,,
"பாய்ஞ்போட், பாய்ஞ்பொடு3வொ","paaynjpOT, paaynjpoDuvo",வழிபடு,Worship,,,,
"ப2ங்கி3ல்லெ, ப2ங்கு3ல்லுவொ","phanggille, phanggulluvo",போர்த்திக்கொள்,Wrap up,,,,
"முவ்ரி, முவ்ருவொ","muvri, muvruvo",முறுக்கு,Wring,,,,
"லிக்கி, லிக்குவொ","likki, likkuvo",எழுது,Write,,,,
தொ4ம்ப்3ளாய் தே3 / தெ3வொ,dhombLaay dE / devo,கொட்டாவி விடு,Yawn,,,,
ஸொடி3 தே4ர் / தெ4ருவொ,soDi dhEr / dheruvo,விட்டுக்கொடு,Yield,,,,
